place_id,place_name,review_rating,review_text,review_language,review_time,relative_time_description,author_name
ChIJjfefjLSxe0gR5BEtMVoNHes,Subway,5,"Always great service and friendly staff here. It's the only subway I like going to in the area, it's always busy so you know they're doing something right.",en,1768413171,3 weeks ago,Shae Monroe
ChIJYVJWUfOxe0gRMdGz9Vy1zx0,Subway,4,"This is a very good Subway location and one of my favourites in town right now, in the Arndale Food Court. The gluten-free selection is growing, including bread and jacket potatoes, with staff being trained on dealing with allergens and willing to wipe everything down as needed to reduce cross-contamination.

Service is fast and friendly, and my go-to order right now — a jacket potato with butter, salt, pepper, cheese, tuna mayo, sweetcorn, and red onion — is made to a good standard.

It can be busy sometimes, and I do feel cautious coming here during peak times, but the sandwich artists usually try their best.

Pricing is reasonable and in line with any other Subway, with my potato costing £6.19. If planning to use the Subway Rewards app, I’d say to have it ready ahead of time, as it can sometimes have issues when in the food court..",en,1762455458,3 months ago,Aaron
ChIJYVJWUfOxe0gRMdGz9Vy1zx0,Subway,1,"Today we decided to take Subway for the first time in Arndale, which is located near Aldi. We have already eaten in this chain and know that there is a menu for £ 3.99, which includes a snack and a drink with a sandwich. Throughout the service we asked what is included and what is not included in this sandwich to get the menu for £ 3.99. We asked the staff what we can include and agreed on all the ingredients, because there are no self-service screens there. But at the checkout we overpaid twice, because our order was not correct, although we agreed on each ingredient with the staff. It was the worst experience and I do not recommend anyone to eat here, because you will be deceived and you will overpay. We are hungry, because this food was not enough. Not satisfied, because for this money it was possible to eat in another restaurant. This was our last visit, we will never return, and we will also tell all our friends and acquaintances about this terrible experience.",en,1743458518,10 months ago,Kateryna Sokolovska
ChIJYVJWUfOxe0gRMdGz9Vy1zx0,Subway,1,"Not very good for vegetarian and people who done want meat. I ordered Tuna and the lady used who served ham and chicken Etc. smothered my bread with it. The salad person also didn't care.
Not for everyone.",en,1769261631,2 weeks ago,Gulam Ambia
ChIJYVJWUfOxe0gRMdGz9Vy1zx0,Subway,1,"Pretty poor experience at this Subway in Arndale. As you can see from the images, the lad that made it squeezed it tight, and added about 3 pieces of red pepper, few pieces of onion and 3 jalapeños! I know the cost of living is an issue, but I didnt know we were rationing salads! I'd avoid this place.",en,1749129145,8 months ago,Paul
ChIJYVJWUfOxe0gRMdGz9Vy1zx0,Subway,1,"The staff was quite rude, and the drinks tasted more like water than anything else. As for the baguette, it was really disappointing — it felt like eating plain bread with some sauce. You could hardly taste the chicken or the salad inside.",en,1759674877,4 months ago,Milad B
ChIJ5_Zof8Gxe0gRryC8wbXW1c8,Subway,1,A total scam place. You bay almost 10 pounds you get a bread with a trace of chicken and vegetables in it. Stay away from this place and go and buy yourself proper food. Never visit again.,en,1769085002,2 weeks ago,B D
ChIJ5_Zof8Gxe0gRryC8wbXW1c8,Subway,1,"Before ordering, I strongly recommend peeking through the kitchen door—you might lose your appetite and save yourself the trouble. If food poisoning is on your bucket list, congratulations, you’ve found the perfect Subway!",en,1755890012,5 months ago,Amir
ChIJ5_Zof8Gxe0gRryC8wbXW1c8,Subway,1,The dirtiest food establishment I have ever come across. I had remind the lady to change her gloves as she was touching everything around her. One of the ladies has very long hair she did have a hat on however her ponytail was so long when she turned to take the sandwiches out the oven her hair was touching the sandwiches on the line🤢. Just save yourself and go to the Deansgate branch not worth any illness you will most probably get.,en,1764835530,2 months ago,Georgia Gilbertson
ChIJ5_Zof8Gxe0gRryC8wbXW1c8,Subway,5,I’m a regular customer I come for the good food and I enjoy it and the amazing customer service by Priya fantastic approach I will highly recommend this place,en,1767626649,a month ago,Ahmed Salah
ChIJ5_Zof8Gxe0gRryC8wbXW1c8,Subway,1,"The staff were very bad, I ordered fries, this amount! My last visit to this restaurant, my advice to anyone do not come to this restaurant",en,1748525726,8 months ago,Ahmed algamdi
ChIJuxOCnNyxe0gRgVIMxpVZp-E,Subway,5,Got served by a lad who took the time to give taste tests of the sauces to my mate before he ordered. Absolute legend. Impeccable choice of tunes. Perfect breeze from outside on a crisp early-autumn evening. 10/10 would recommend. Most welcoming liminal space on this side of the pacific north-west.,en,1758742005,4 months ago,Lewis Dean
ChIJuxOCnNyxe0gRgVIMxpVZp-E,Subway,5,Vasantha was brilliant at crafting my Sub. I absolutely enjoy everybite. Friendly and helpful. This Subway just got 5 star and the credit goes to thier amaizng sandwich artist Vasantha!,en,1768820336,2 weeks ago,Robin Singh
ChIJuxOCnNyxe0gRgVIMxpVZp-E,Subway,5,Come here often but my last visit was particularly amazing. Aman served me and he was all about customer service. You just know he's passionate about what he does. He knew his stuff and I'll definitely be coming back.,en,1758802019,4 months ago,Phalguni Brahmo
ChIJuxOCnNyxe0gRgVIMxpVZp-E,Subway,1,Using his hands for all the ingredients disgusting and the portions were tiny because he didn’t use the scoop. Also took it out half way through toasting because he was clearly in a rush even though im the only one there. A disgrace to the brand.,en,1760373359,3 months ago,Samuel Brown
ChIJuxOCnNyxe0gRgVIMxpVZp-E,Subway,1,"Just ordered Veggie Breakwich via Uber Eats and they have added Sausage and Becon in it.
I am Hindu by religion and a vegetarian. Tried calling them, but no response.

Avoid, these people can't even read simple instructions.",en,1723219459,a year ago,Aniket Phanse
ChIJwYTOCQqxe0gR_F7yGFi73jQ,Subway,1,"I don’t usually do reviews as I am an hospitality manager myself, however this was so unfair on the one member of staff who was actually doing his job (amazingly).
Awful customer service (not from the one person working, he was incredible and deserves a raise!!)

Wait times are wait times, they can’t be helped. However, staff on their phones while customer queue, one guy doing everything by himself - greeting customers, making the fresh bread, building sandwiches, taking payment.. all while the other two stand there chatting and laughing and shouting across the room at the top of their voices. If the two of them helped out there wouldn’t be a wait time.

I’m paying £10 for a sandwich ( £9.19 to be exact), I don’t expect staff to be stood around laughing at the one team member doing his job, it’s completely unfair on him.",en,1764515402,2 months ago,Joe Clarke
ChIJwYTOCQqxe0gR_F7yGFi73jQ,Subway,1,I had a breakfast sub delivered and it was freezing 🥶  I went to the shop to see if they would change it and was told because I selected not toasted on the bread they couldn't help me???? The egg bacon  hash brown were all freezing and the sausages wasn't even cooked     i only asked them to change it  and basically chased out the shop for complaining  it is disgusting,en,1769777510,a week ago,Ste Oneill
ChIJwYTOCQqxe0gR_F7yGFi73jQ,Subway,1,"Ordered delivery
Got a chicken and bacon sandwich they didn’t even toast it sent it freezing cold
Hash browns came freezing cold
Cheesy bites came freezing cold
Haven’t bothered to heat anything up in the slightest will not be eating or going back here again",en,1766582881,a month ago,jade alicandro
ChIJwYTOCQqxe0gR_F7yGFi73jQ,Subway,2,"Been coming here for years, its always been our favourite branch. Lately however it has turned into the local youth club!
I draw the line at having to dine with tweenagers shouting, Vaping, swearing, punching and kicking holes out of each other!",en,1739118138,12 months ago,Andrew Whitley
ChIJwYTOCQqxe0gR_F7yGFi73jQ,Subway,1,gave me wrong order and didnt even care,en,1768064353,4 weeks ago,Sherie Joyce
ChIJVyFyYkGxe0gRYwL4c18EzLo,Subway,5,We were served by the lovely Shazzie/Shayze? tonight. He was patient and kind and exceptional service. The store closes at 6 and we got there at 5:45. This poor guy only gets paid until 6 but is still expected to serve until 6. SUBWAY MANAGEMENT THIS IS NOT ACEPTABLE! He was so lovely and kind and is a very valuable employee. Well done Shazzie!! I hope you are recognised for your hard work!!,en,1765131445,2 months ago,Sophie Maddocks
ChIJVyFyYkGxe0gRYwL4c18EzLo,Subway,5,"I had an amazing experience at Subway! The staff were friendly, patient, and really took the time to make my sandwich exactly how I wanted it. Everything was fresh — from the crisp vegetables to the perfectly baked bread — and you could tell they take pride in quality. The store was clean and inviting, and my order was ready quickly without feeling rushed. Great value, delicious food, and outstanding service. I’ll definitely be coming back!",en,1754695903,6 months ago,Khurram Iqbal
ChIJVyFyYkGxe0gRYwL4c18EzLo,Subway,1,"Very bad customer service. Staff very rude they don’t know how to talk to with customer.
One of staff his name is - SATTAR he is very rude you should tech him to how to serve customer. They are talking something rubbish in their own language. With another guy who is with him.",en,1757074477,5 months ago,hiral solanki
ChIJVyFyYkGxe0gRYwL4c18EzLo,Subway,1,"Every time i get here a pay a different price for a meal deal i used to pay £6, £7.something and now they are charging £9.09 how is it possible for the price to increase that much in such a short period of time??? I'm not buying from here any more just deceiving people.",en,1755268544,5 months ago,Peter c.
ChIJVyFyYkGxe0gRYwL4c18EzLo,Subway,1,"Food was disgusting.. bread wasn’t toasted, and the sauce tasted like soap.. The drinks were flat and watered down. The only thing that was actually edible were the cookies.. However, the service was good and the atmosphere was alright.. However it could be cleaned and taken care of a little more . Overall 1/10, wouldn’t recommend coming here, and I will not be coming back.",en,1746998058,9 months ago,chiyoi hakura
ChIJpfCrmfW2e0gRJ92EDL0WIns,Subway,5,"So so nice. Philly steak, foot long, all salad and just a line of hot spicey sauce to give it a kick on Italian herb bread. Delicious White choc cookie and coffee to follow, And healthier than a mc Donald's in a similar price range ( maybe cheaper)

But you are not hungry one hour later! 🤣👍🏻",en,1763708284,2 months ago,David Hugh Morris
ChIJpfCrmfW2e0gRJ92EDL0WIns,Subway,5,"Fantastic service here from the manager Nadia.

Partner is a celiac so we are always really careful when it comes to cross contamination, Nadia was extremely conscious when it came to cross contamination and made sure to change gloves numerous times.

Everything was really good! Everything was clearly very fresh and surfaces clean.",en,1756640987,5 months ago,Jack Davis
ChIJpfCrmfW2e0gRJ92EDL0WIns,Subway,5,"Great subway store, eat here regularly as close to my work place with quick service great choices and cheap price.",en,1755092221,5 months ago,Gurpreet Singh
ChIJpfCrmfW2e0gRJ92EDL0WIns,Subway,5,"I love vegie patty a lot but when ever I go to Ashton I eat subway there .
Always meet friendly staff. I promised her for a feedback but I realized at this time to update a feed back. Excellent and quick services always.",en,1755399030,5 months ago,Sadia Ali
ChIJpfCrmfW2e0gRJ92EDL0WIns,Subway,1,I would give this place 0 stars had there been an option absolutely appalling attitude from members of staff overcharged for an item that should have been a create my own at £3.79 instead I was charged for a veggie deluxe and then my meat and cheese on top when questioned about this once I noticed on the receipt staff turned rude and argumentative towards me didn’t offer me a refund or an explanation as to why they did this ! Will not be returning ever I would rather not eat this place needs new staff who know what they are doing also when asked for the manager was told they currently don’t have an acting manager on site it’s very unprofessional,en,1718448155,a year ago,jess brindle
ChIJb9vQeFC2e0gRcCE1pJD8aqw,Subway,1,"Absolutely shocking just ordered a chicken tikka sandwich and the chicken was actually frozen when I bit into it I asked them to change it and she was rude and when she did it she then put ham on top of the frozen chicken l, they have receipts hanging in the food and another customer even had to ask the woman to change her gloves because they was touching everything",en,1764516009,2 months ago,Adelle Moore
ChIJb9vQeFC2e0gRcCE1pJD8aqw,Subway,1,Actually caught them spitting in my food i ordered online a few days ago and it came 40 minutes late cold and soggy with a very watery texture which is weird coz its never like that in the 10+ years ive been coming here absolutely vile staff members spitting in sandwiches and salads they spoken in a language they presumed I couldnt speak and they was very disturbingly insulting the customer well making fun of them absolutely gross close this place down the hygiene does not exist here,en,1755608406,5 months ago,Ashworth West
ChIJb9vQeFC2e0gRcCE1pJD8aqw,Subway,2,"We are getting it free
This is was we are getting in store purchase.",en,1750020634,7 months ago,chintan patel
ChIJb9vQeFC2e0gRcCE1pJD8aqw,Subway,1,I ORDERED A FT WHY DID I GET 6??? AND IGNORING MY CALLS!!! I WANT MY OTHER HALF,en,1768428104,3 weeks ago,Charlie Jordan
ChIJb9vQeFC2e0gRcCE1pJD8aqw,Subway,1,"Arrived at 8:40 pm on a Sunday to find the door locked when they shut at 10pm, had to wait at the door and bang on for a member of staff to unlock it and seemed miserable to serve us",en,1758483854,4 months ago,liam lewis
ChIJW1Nxtxave0gRW72Um-rRlu8,Subway,1,worst subway mate i ordered this morning not knowing subway puts the order on pickup automatically i even put my address in so i didn’t realise till a hour later. i came to subway at 5 ish and the door was locked even tho on the app it said it was open till 11? the man stared at me and told me to go away very rude fix ur app and i will be going to the salford one next time (update ordered again they gave me a warm moldy ben and jerrys),en,1767727915,a month ago,ak
ChIJW1Nxtxave0gRW72Um-rRlu8,Subway,3,"I feel like Subway overall has really gone downhill.

Tried a festive melt, looked like someone had sat on it but actually tasted quite nice. Needed more filling for me.

Then I got these coated chicken bites that were really quite poor and certainly not worth the money.

Subway used to be somewhere that you could rely on to churn out the same decent sandwich wherever you may be, now it's just an overpriced sandwich.",en,1702768291,2 years ago,Adam Miller
ChIJW1Nxtxave0gRW72Um-rRlu8,Subway,5,"Joe was the most amazing, hospitable young man I have met. Very pleasant, helpful and cheerful. Definitely managerial material.",en,1761480979,3 months ago,Zoe Barker
ChIJW1Nxtxave0gRW72Um-rRlu8,Subway,5,Lovely little place right next to crossroads swinton..food always the best quality and they always try and help you with the choices of lovely fresh bread too,en,1755707283,5 months ago,Peter Holdsworth
ChIJW1Nxtxave0gRW72Um-rRlu8,Subway,5,I come here for a cheap meal deal on my dinner most days and I can honestly say subway swinton is the best branch I have been in. Polite workers and lovely sandwiches. Especially the tikka tlc sub and the triple chocolate cookies for dessert,en,1665139856,3 years ago,A R
ChIJY_v7piSve0gRcQrcs337GRA,Subway,5,"Absolutely love this Subway!

The sandwiches are always freshly made and exactly how you want them. The bread is soft and warm, the ingredients are fresh, and there’s a great variety of fillings and sauces to choose from.

The staff are friendly, quick, and really helpful, even during busy times. Everything is prepared with care and the place is always clean and well organised.

It’s a perfect spot for a quick lunch or dinner when you want something tasty but not too heavy. Consistent quality every time — never disappoints.
Highly recommended.",en,1766586430,a month ago,Zara M
ChIJY_v7piSve0gRcQrcs337GRA,Subway,1,"Refused to let a 7 year old to use a toilet.
By law every place with seating area must have a toilet for customers. Its absolutely ridiculous that they don't have one.",en,1762619870,3 months ago,Bogus Wagner
ChIJY_v7piSve0gRcQrcs337GRA,Subway,5,The workers are so nice and funny and they do the best food ever I will happily send money here,en,1752251863,7 months ago,Kaycie Chapman
ChIJY_v7piSve0gRcQrcs337GRA,Subway,5,Very nice dining experience.,en,1769011343,2 weeks ago,Olivia Bennett
ChIJY_v7piSve0gRcQrcs337GRA,Subway,5,I called on the day to get 3 platters made. I know it was short notice but my manager gave me job. The gentleman on shift was so helpful and really amazing. Sorry i didn't catch his name. But he deserves recognition he helped me out so much. It was was on 20th Jan. I couldn't ask for more,en,1642861214,4 years ago,Charlotte Roberts
ChIJN58YoL2oe0gRQMWiDO_ymHk,Subway,1,"Had to walk out staff handling meat and the same staff with out changing gloves handling the salad.

Cross contamination at its finest

I know she was trying to be helpful but the guy on the till should pull his finger out and do abit or atleast more",en,1758195473,4 months ago,Imy hussain
ChIJN58YoL2oe0gRQMWiDO_ymHk,Subway,5,"food is always very tasty, staff are friendly and virtuous and cleanliness is of a very high level. Ample space to eat in and not to mention the free parking outside which is a bonus",en,1686142364,2 years ago,Jay Singh
ChIJN58YoL2oe0gRQMWiDO_ymHk,Subway,1,"Order from here through Uber. What a joke!!

The receipt came with sauce all over it and the drink was missing. My 6"" sub was incorrect too, only wanted 3 items on it, how could you get that wrong🤷‍♀️ no extra cheese, no sweetcorn but smothered in ketchup instead when I specificly requested NO sauce!!! Definitely will not be getting from here again, not the first time that they've got a simple order wrong....🤬😡",en,1627233167,4 years ago,Charlotte Dagnall
ChIJN58YoL2oe0gRQMWiDO_ymHk,Subway,2,"Been for food in the shop a couple of times and had nice hot tasty food but last two times have had at delivered. First delivery they sent a 6' instead of Footlong and was freezing cold. Second time (tonight) it was freezing cold and a sloppy mess covered in a red hot sauce, after two bites threw it in the bin, so really I have paid £15 tonight for a small bottle of coke. Fuming",en,1715287006,a year ago,allana carvell
ChIJN58YoL2oe0gRQMWiDO_ymHk,Subway,1,"Poor compliance at this store, clearly not bothered about opening on time.
For the 3rd time we’ve called by for breakfast today at 1015 Saturday 19/08/23.
As per previous weekend visits the store is closed, and once again the female employee is busy sorting her hair behind the counter.

Guessing the franchise owner really isn’t bothered about their P&L.",en,1692436971,2 years ago,Darren M
ChIJK18WfS6ve0gR61wOpLkPHEQ,Subway,1,Ordered chicken lettuce cucumber and pepper with bbq sauce. What was delivered was tiny sprinkles of chicken lettuce cucumber pepper jalapeños bbq and spicy sauce. Looked an absolute mess! Had to just throw it away!,en,1762091999,3 months ago,amy berry
ChIJK18WfS6ve0gR61wOpLkPHEQ,Subway,5,Treated myself on the way back from a Saturday morning parkrun. The young man who served me must have learnt his customer skills in America as he was that pleasant I felt the need to write this review. So much better than being served by a grumpy teenager who reluctantly has to put their phone down. When next in the area I'll call in once more.,en,1755336754,5 months ago,Chris K
ChIJK18WfS6ve0gR61wOpLkPHEQ,Subway,5,"Everything was great for me.

Nice friendly staff, good sandwhiches as always, opens earlier not like others which are in the area.

We've had breakfast and they had everything (some branches have excuses in the early hours), they have made it very tasty.

Thank you
Heres a picture as well to find it easy",en,1646159351,3 years ago,Adrian G.
ChIJK18WfS6ve0gR61wOpLkPHEQ,Subway,1,"Tonight is the 5th time that my daughter has come to get a treat around 6:40pm (when you close at 7!!!) and you refuse to serve her as you're 'closed' yet if I go online I can order?!

I can't message you but this is the subway in the garage opposite Bessie met. Tends to be on a Saturday (just like when I wrote this ) Might be worth reminding your staff! Seeing a young girl and CBA to serve her.",en,1746459653,9 months ago,Sarah Shaw
ChIJK18WfS6ve0gR61wOpLkPHEQ,Subway,1,The meat balls wasn't real it was vegan and horrible,en,1764663330,2 months ago,LK Tellz
ChIJYS_Cwxiue0gRBMiT3av5-xg,Subway,1,"After purchasing my sandwich, I returned to my car and immediately noticed a hair inside the food. I went back to the store to report the issue, but the staff member I spoke to responded in a very unprofessional and dismissive manner. She did not greet me properly, did not apologise sincerely, and seemed irritated, as if I were making up the issue. When I mentioned the hair, she simply said it was not hers and offered no proper explanation or reassurance regarding hygiene standards.

What was even more concerning is that she was not wearing any hair covering, which raises clear food safety issues. Her attitude made the situation worse and made me feel disrespected as a customer.",en,1764851032,2 months ago,Rabia Haliga
ChIJYS_Cwxiue0gRBMiT3av5-xg,Subway,1,Terrible experience - unhappy at how my sandwich was made ( rather than being cut in half the top was cut with a massive chuck of bread for the bottom half. The lady was really rushing and took no care when making the sandwich. She needs retraining! Will not be going the again. Previous experiences when I did go there regularly a few years ago were always great. It’s gone completely downhill,en,1753350607,6 months ago,Shabaz Pathan
ChIJYS_Cwxiue0gRBMiT3av5-xg,Subway,5,"Very cozy, I think the jacket potato tasted really good in my opinion and the service was great",en,1760265624,3 months ago,Ko Lo
ChIJYS_Cwxiue0gRBMiT3av5-xg,Subway,1,"Probably the worst and messiest sandwich I’ve had in a very long time. Honestly, it takes a lot for me to write a negative review about anything or anyone, but this had to be said. I ordered a footlong Teriyaki Special via Uber Eats. The food arrived quickly and communication was great. However, the actual sandwich was an absolute mess.

It wasn’t even cut in half, sauce was dripping everywhere, and I don’t even think it was toasted—it was cold and dry, and the chicken was chewy. I wish I had taken pictures, but I was too busy cleaning up the mess. Believe me, more than half of the sandwich ended up in the bin.

Not great standards from a well-known franchise, especially when you’re paying good money for what it is. I won’t be ordering from this branch again",en,1751835546,7 months ago,Hasnain Bukhari
ChIJYS_Cwxiue0gRBMiT3av5-xg,Subway,3,"Has the management changed at this store? The standards used to be high and staff were so friendly. Today I went in to get 12 cookies, but strangely I wasn't allowed to choose which flavors I want, they choose. I always get my 12 cookies and I am able to choose my own cookie flavors. Staff said I'm not allowed to choose. Half of the cookies she put in i dont like so no pint me getting 12 cookies again. To Management:  Is this a new thing with subway or just this store? Does that mean that even if I want one cookie with my sub, you will choose which one I get??",en,1740435890,11 months ago,Abbas Sheikh1214
ChIJecGvwROwe0gRlw_tSU8N0lU,Subway,4,"Subway has always been a convenient option for a quick meal, and I have visited various branches many times over the years. The biggest strength of Subway is the ability to customise your sandwich exactly the way you like it, with a good range of bread, fillings, vegetables, and sauces. The food is generally fresh, and the portion sizes are fair for the price. For someone looking for a lighter, healthier alternative to typical fast food, it still remains a solid choice.

That being said, my experience with Subway has been mixed, which is why I feel three stars is the right rating. The consistency between different outlets can vary greatly—sometimes the vegetables are crisp and the bread fresh, but other times the bread feels dry or the ingredients are not as appealing. Service also depends on who is working; some staff are friendly and efficient, while others seem rushed and uninterested, which affects the overall experience.

The atmosphere is another area that could use improvement. Many branches feel basic and not always the cleanest, which takes away from the enjoyment of eating in.

Overall, Subway is reliable for a quick bite but does not always deliver the same standard every time, leaving room for improvement.

Would you like me to make this feedback general for all Subway outlets worldwide or specific to a particular branch?

ChatGPT can make mistakes. Check important info. See Cookie Preference",en,1758587552,4 months ago,Samab Ahmad
ChIJecGvwROwe0gRlw_tSU8N0lU,Subway,1,"The worst place to eat. If you dont want to get issue with your stomach,keep far away from this place.The meal is raw ,not well done. The staff need to be trained,they dont know what they are doing.",en,1769780861,a week ago,Rosie Re
ChIJecGvwROwe0gRlw_tSU8N0lU,Subway,2,"Items missing from my sandwich, slow service and a very anemic looking sandwich. Never in my life have I had a Six Inch,  Italian BMT with all the salad (apparently) look so unappetising!!
This sandwich should have …
Lettuce, Peppers, Tomatoes, Crispy Onion, Olives, Pickles, Cucumber  & Carrots….

I’m missing almost half of what I asked for above and what did get was limited. I’ve never only receive 4 slices of olive & 1 slice of tomato before … In comparison to other Subway branches this place is simply INSULTING !",en,1753193219,6 months ago,Mrs RK1D
ChIJecGvwROwe0gRlw_tSU8N0lU,Subway,1,my friend ordered for me as i am not feeling to good. asked for Extra sauce (always order the same thing for years) my friend nipped to the shop across the road. grabbed food. came back. it tasted so bland and SO dry! with the turkey breast just in one area of the sub layered on top of each other so it was thick (not very nice) and then a drop of sauce on the end im not even joking there was way less than the normal amount of sauce.  im not happy its the only thing i can stomach right now and it was really crap. tried to phone before it shut and suprise “number not reconised”  how do you go wrong with the most easiest sub to make,en,1764019184,2 months ago,Nicole Tunnicliffe
ChIJecGvwROwe0gRlw_tSU8N0lU,Subway,1,"1 STAR I MEAN IT

DON’T GO to Subway on Middleton Road. Seriously. My experience there was frustrating, infuriating, and completely avoidable. The staff on shift were slow, uncoordinated, and more interested in talking to each other than actually serving customers. It felt like we, the paying customers, were just in the way.
They forced me to use the ordering machine, which said gluten-free bread was available. After waiting ten minutes, I was told it wasn’t. Then, after more waiting, they finally managed to find some. The whole process was disorganized, careless, and completely unnecessary.
And to make matters worse, every time the door opened, a very loud beep went off. Not a subtle sound — a piercing, annoying beep that made the chaos even worse. Between the useless staff and the relentless noise, the whole place was unbearable.
I’m not exaggerating when I say this: just don’t go. DON’T GO. DON’T GO. DON’T WASTE YOUR TIME ON SUBWAY MIDDLETON ROAD",en,1763136908,2 months ago,PawsandClawsCupcakery
ChIJYRX8r_ewe0gRlDaDKhsMGqs,Subway,5,"Just tried Subway’s hashbrowns, chipotle cheesy bites, and chicken tikka sub on Italian herb & cheese bread — and honestly, it was awesome! The hashbrowns were nice and crispy, the cheesy bites had a cool smoky kick, and the chicken tikka was super flavorful. That bread made the sub even better with its cheesy, herby taste. Great combo if you want something different and tasty at Subway!",en,1747431835,8 months ago,KAKUMANI MRUDULA
ChIJYRX8r_ewe0gRlDaDKhsMGqs,Subway,1,"I ordered an Italian BMT toasted but for some reason didn’t come toasted which is not a big issue but spoiled my meal as I wanted it toasted this is not the first time this has happened this has happened multiple times before if I want a cold sandwich, I will just buy from the corner shop M&S or Asda or Tesco fix up subway sort your stuff out so lazy and obviously very unexperienced stop employing kids to do an adult job as they can’t read a simple instruction as toasted",en,1755552157,5 months ago,Aiden King
ChIJYRX8r_ewe0gRlDaDKhsMGqs,Subway,5,"Really lovely staff, always seems understaffed at busy lunch hours but staff remain polite. Management should address how busy it gets and provide assistance",en,1765888939,a month ago,Lauren Mcmonagle
ChIJYRX8r_ewe0gRlDaDKhsMGqs,Subway,1,Shouldn’t even have any stars on here ordered food from here and it had hair in the wrap also I keep ordering tuna salad box as well and you kept on putting on the wrong stuff don’t get why you can’t follow an order waste of money coming here and also when I tried to actually ring the store their I couldn’t get through so have you even got a number? Bit weird how it doesn’t work that’s probably because how bad of an experience people have and if you do have a number maybe you should let people know what it is,en,1761707086,3 months ago,Saskia Mcbride
ChIJYRX8r_ewe0gRlDaDKhsMGqs,Subway,1,"I ordered online on Uber and ordered a classic bmt with lettuce and bbq, they gave me the right bread, but I got a steak and cheese with spicy mayo, don’t know who reads those receipts but they must be 80 even I can read a receipt and dress a bit of bread",en,1741611500,11 months ago,Cameron Garner-Jones
ChIJS7hgCky3e0gR0HntJayl5eU,Subway,5,If the staff would answer the bloody phone this place would be amazing just need advice or suggest they make the justbeat page with better and clearer menu I don’t want to be forded to eat ham on every customised sub I buy because it’s the only option that lets you create your own ..who ever set up the menus needs to add creat your own foot long so we have a choice of what we can add and not part choice ..I tried to call broadway a few times the staff don’t answer the phone I call into the shop and staff seem to have little to do so I walked out .went got stuff in Tesco,en,1768336592,3 weeks ago,Richard ONeill
ChIJS7hgCky3e0gR0HntJayl5eU,Subway,5,Loved it loved it loved it. Can never go wrong with a Subway,en,1757753738,4 months ago,Arfan Ali
ChIJS7hgCky3e0gR0HntJayl5eU,Subway,1,"No counter service, needed to use a screen. While the food was okay the ordering from a screen has removed Subway's USP, being able to see and choose fillings was the main point of going to subway. Won't be returning.",en,1764512549,2 months ago,Stuart Stamp
ChIJS7hgCky3e0gR0HntJayl5eU,Subway,1,"i've ordered my food here a few times and they never seem to get it right , it's like they just like to add things it's very dangerous as i could of been allergic to some of the things but hopefully i wasn't but someone else might of been i wouldn't mind if it was just the once but it's happened the past couple of times the service is absolutely shocking and the workers never seem to smile or make u feel welcomed very bad service i just wanted to enjoy my sandwich i don't understand what's so hard in making one",en,1759078635,4 months ago,maddy
ChIJS7hgCky3e0gR0HntJayl5eU,Subway,3,Team good but manager decided to rip through on e of team in front of the guests. Great salad but atmosphere frosty after that. All guests looked embarrassed and felt sorry for the young girl.,en,1497528956,8 years ago,Alexandra Livesey
ChIJ-65Kg0C3e0gR-ppg57At000,Subway,1,There is a young skinny scruffy asian  lad  with glasses at this subway while serving me he touched him self downstairs also caught him staring at female customers when walking in the petrol station (pdf file in the making)  proper wrong en really unsatisfied with the service I received. and ontop of all this he  wants to argue spoke to manager and they backed their own employee instead of the customer .......this place is riddled with awful service needs shutting down asap,en,1759153551,4 months ago,W A
ChIJ-65Kg0C3e0gR-ppg57At000,Subway,4,Normally on point but this time staff was making a lot of mistakes. Make sure they get you what you want. Otherwise its a five star.,en,1578956335,6 years ago,Shebby Mohamed
ChIJ-65Kg0C3e0gR-ppg57At000,Subway,1,"The worst subway I have ever been to. Disgruntled, disgraceful and disrespectful staff who would abuse you if you ask for anything. Raheem had no manners. Customer service is down to dogs. It seemed that the staff was under forced labour and didn't want to entertain any customers.
I have lot to say but I would simply say ""Pathetic"".",en,1754772890,6 months ago,Shoaib Javed
ChIJ-65Kg0C3e0gR-ppg57At000,Subway,4,"A lovely friendly subway inside the garage, with fresh indigents all the time.  Was slightly disappointed with the nachos as was mostly crisps and little filling",en,1679693023,2 years ago,Bradley Smith
ChIJ-65Kg0C3e0gR-ppg57At000,Subway,1,"Went this subway today, got served by one of the chuckle brothers, he didn't have a clue what he was doing. Had to explain my order 4 times before he got it right and I came home to look at my sandwich, this is the state it was in. Won't be coming back there again",en,1687293877,2 years ago,Legna Duffy
ChIJ0WJYfn-3e0gRejwSSDJ0uYw,Subway,5,"I don’t often leave reviews but with Oldham High St Subway I felt like I have to. I am a regular to the store as I work nearby, and every single time I am in the staff are wonderful. I can not speak highly enough of them. Their customer service is always impeccable, and they all seem like lovely people. The atmosphere between them make it seem from the outside like it’s a lovely team to be a part of. There are loads of different options for places to eat on the high street but you guys make sure I always pick subway.",en,1724221948,a year ago,Robert McGinnis
ChIJ0WJYfn-3e0gRejwSSDJ0uYw,Subway,5,Really nice stuff and very friendly 😊,en,1753950206,6 months ago,Aisha Ra
